AvgDialog_23852_Content_1,aiKS,avg章5新_AvgDialog_C_M.csv,8,AvgDialog,Content,,风暴眼,Eye of the Storm
AvgDialog_23852_Content_2,aiLW,avg章5新_AvgDialog_C_M.csv,9,AvgDialog,Content,？？？,守密人！别松开我的手！,Keeper! Don't let go of my hand!
AvgDialog_23852_Content_3,aiMh,avg章5新_AvgDialog_C_M.csv,10,AvgDialog,Content,,鼻尖充斥着煤炭燃尽后的苦臭，手套在须臾的相接后，一方被重力狠狠拉向深渊。,"Your nose stung with the acrid stench of burnt coal. After a brief moment of contact, one glove is yanked forcefully into the abyss by gravity."
AvgDialog_23852_Content_4,aiMs,avg章5新_AvgDialog_C_M.csv,11,AvgDialog,Content,,熟悉的嗓音和那人身上的温度都在快速远去，与之相对，潮湿与寒冷逐渐侵蚀上了脊背。,"That familiar voice and their warmth was rapidly fading away, replaced by a creeping dampness and coldness crawling up your spine."
AvgDialog_23852_Content_5,aiMD,avg章5新_AvgDialog_C_M.csv,12,AvgDialog,Content,？？？,守密人！,Keeper!
AvgDialog_23852_Content_6,aiMO,avg章5新_AvgDialog_C_M.csv,13,AvgDialog,Content,玩家,刚刚那是…梦境吗？,Was that... a dream?
AvgDialog_23852_Content_7,aiMZ,avg章5新_AvgDialog_C_M.csv,14,AvgDialog,Content,玩家,天亮了吗……,Is it dawn yet...?
AvgDialog_23852_Content_8,aiNk,avg章5新_AvgDialog_C_M.csv,15,AvgDialog,Content,,"每一块骨骼都像被打碎重组，浑身泛着不合时宜的疲惫。
太阳穴刺痛，眼睛也干涩得如有针扎。","Every bone in your body feels as if it has been shattered and reassembled, as you are overwhelmed with an untimely fatigue.\nYour temples throb, and the stinging dryness of your eyes feel as if they are being pricked by needles."
AvgDialog_23852_Content_9,aiNv,avg章5新_AvgDialog_C_M.csv,16,AvgDialog,Content,,嗓子感觉像刚吞了一大口伍斯特酱汁，每次呼吸都带着令人窒息的阻塞与疼痛。,"Your throat feels like you just swallowed a mouthful of something thick and acrid, with every breath bringing suffocating blockage and pain."
AvgDialog_23852_Content_10,aiKT,avg章5新_AvgDialog_C_M.csv,17,AvgDialog,Content,玩家,睁眼，头痛，陌生的地点。,I open my eyes to a headache and an unknown location.
AvgDialog_23852_Content_11,aiLe,avg章5新_AvgDialog_C_M.csv,18,AvgDialog,Content,玩家,这是第几次了？难道就没有更有新意些的开场了吗？,How many times has this happened by now? Can't we have a more creative opening?
AvgDialog_23852_Content_12,aiLp,avg章5新_AvgDialog_C_M.csv,19,AvgDialog,Content,,你强撑着站了起来，未曾预料的景象猝然映入眼中。,"You forced yourself to stand up, and an unexpected scene suddenly came into view."
AvgDialog_23852_Content_13,aiLA,avg章5新_AvgDialog_C_M.csv,20,AvgDialog,Content,,巨大满月高悬夜空，缥缈雾霭笼罩海面，硝烟与海水的盐腥充斥鼻腔。,"A giant full moon hangs high in the night sky, with a misty haze shrouding the sea. The smell of gunpowder and the salty sea fills the air."
AvgDialog_23852_Content_14,aiLL,avg章5新_AvgDialog_C_M.csv,21,AvgDialog,Content,,浪花相互推搡的声音轻柔而规律，托着船体舒缓飘荡，驶向未知的目的地。,The gentle and rhythmic sound of waves pushing against each other carries the boat smoothly towards an unknown destination.
AvgDialog_23852_Content_15,aiLR,avg章5新_AvgDialog_C_M.csv,22,AvgDialog,Content,玩家,船上？！,I'm on a ship?!
AvgDialog_23852_Content_16,aiLS,avg章5新_AvgDialog_C_M.csv,23,AvgDialog,Content,,毫无疑问，你在一艘行至大海中央的轮船上。拉蒙娜不在你的身边，目之所及处也没有任何人存在的迹象。,"No doubt, you are on a ship in the middle of the ocean. Ramona is not by your side, and there is no sign of anyone around."
